Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
2419;Apunt (Museu d'Art Modern de Tarragona, inv 1221-21 v);Dibuix;Julio Antonio;1221-21 v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256639
2420;Apunt (Museu d'Art Modern de Tarragona, inv 1221-28 v);Dibuix;Julio Antonio;1221-28 v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256654
2421;Apunt (Museu d'Art Modern de Tarragona, inv 1221-28);Dibuix;Julio Antonio;1221-28;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256653
2422;Apunt (Museu d'Art Modern de Tarragona, inv 1221-29);Dibuix;Julio Antonio;1221-29;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256694
2423;Apunt (Museu d'Art Modern de Tarragona, inv 1221-30v);Dibuix;Julio Antonio;1221-30v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256707
2424;Apunt (Museu d'Art Modern de Tarragona, inv 1221-9 v);Dibuix;Julio Antonio;1221-9 v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256693
2425;Apunt (Museu d'Art Modern de Tarragona, inv 417);Dibuix;Josep Sancho Piqué;417;24;32;Museu d'Art Modern de Tarragona;1870-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24568393
2426;Apunt caricaturesc (Museu d'Art Modern de Tarragona, inv 1221-18 v);Dibuix;Julio Antonio;1221-18 v;173;253;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256709
2427;Apunt caricaturesc (Museu d'Art Modern de Tarragona, inv 1221-8);Dibuix;Julio Antonio;1221-8;17;48;Museu d'Art Modern de Tarragona;1900-01-01T00:00:00Z;;;;Museu d'Art Modern de Tarragona;;;1.258440599 41.11721560;;;;;;;http://www.wikidata.org/entity/Q24256721
2428;Apunt de dona francesa cantant;Dibuix;Xavier Gosé i Rovira;2538 b D;25;22;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1910-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23902361
2429;Apunt de dos ases (1887);Dibuix;Apel·les Mestres i Oñós;2987 D;128;11;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1887-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901935
2430;Apunt de gos (1885);Dibuix;Apel·les Mestres i Oñós;2990 D;115;73;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1885-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901933
2431;Apunt de gos i de nens (1880);Dibuix;Apel·les Mestres i Oñós;2991 D;115;72;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1880-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23901253
2432;Apunt de l'interior del Café Riche a París;Dibuix;Xavier Gosé i Rovira;2537 D;215;265;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;1910-01-01T00:00:00Z;;;;Reial Acadèmia Catalana de Belles Arts de Sant Jordi;;;2.149367500 41.40648240;;;;;;;http://www.wikidata.org/entity/Q23902757
