Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
14994;A J.C. Eelde, secretari del Muntcollege;Medalles;Johann Cornelius Wienecke;092156-N;42;34;Gabinet Numismàtic de Catalunya (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27520581
14995;A J.H.L de Haas, pintor, per al seu 70è aniversari;Medalles;Johann Cornelius Wienecke;092158-N;53;37;Gabinet Numismàtic de Catalunya (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27520652
14996;A Jacob Van Lokhorst pel seu jubileu com arquitecte en cap;Medalles;Johann Cornelius Wienecke;092161-N;;;Gabinet Numismàtic de Catalunya (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27520722
14997;A Jeroni Suñol;Medalles;Joan Vancell Puigcercós;081355-N;;;Gabinet Numismàtic de Catalunya (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27519695
14998;A Jiménez de Cisneros;Medalles;Aniceto Marinas;062783-N;;;Gabinet Numismàtic de Catalunya (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523239
14999;A Josef Israëls en el seu 80è aniversari;Medalles;Johann Cornelius Wienecke;111500-N;;;Gabinet Numismàtic de Catalunya (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27520748
15000;A José Zorrilla;Medalles;;053809-N;;;Gabinet Numismàtic de Catalunya (MNAC);1889;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523075
15001;A José Zorrilla (Museu Nacional d'Art de Catalunya, inv 081406-N);Medalles;Aniceto Marinas;081406-N;;;Gabinet Numismàtic de Catalunya (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27523236
15002;A Lope de Vega;Medalles;Antoni Parera i Saurina;062782-N;;;Gabinet Numismàtic de Catalunya (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27519592
15003;A Louis Pasteur pel 65è aniversari;Medalles;Q2621732;062768-N;;;Gabinet Numismàtic de Catalunya (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27518750
15004;A M. Kufferath i G. Guide, directors del Théatre Royal de la Monnaie (1900-1909);Medalles;Godefroid Devreese;093940-N;73;54;Gabinet Numismàtic de Catalunya (MNAC);1909;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27518885
15005;A Manuel Ruiz Zorrilla;Medalles;Antoni Parera i Saurina;080095-N;;;Gabinet Numismàtic de Catalunya (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Gabinet Numismàtic de Catalunya (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27519629
