Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink
93;Celler del Sindicat Agrícola de Pira;Arquitectura;Cèsar Martinell i Brunet;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Celler%20del%20Sindicat%20Agr%C3%ADcola%20de%20Pira%20-%201.jpg;;;;;;1.20177 41.423598;;Bé cultural d'interès local;;;;Pira;http://www.wikidata.org/entity/Q11913395
94;Cercle Cultural Colomenc;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Fa%C3%A7ana%20de%20l%27Antic%20Casino.jpg;;;;;;2.66397 41.86351;;Bé cultural d'interès local;;;;Santa Coloma de Cervelló;http://www.wikidata.org/entity/Q11913527
95;Cercle Mercantil;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Cercle%20Mercantil%20d%27Igualada%202.JPG;;;;;;1.617331 41.580217;;;;;;Igualada;http://www.wikidata.org/entity/Q11913529
96;Col·legi del Sagrat Cor (Badalona;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Col%C2%B7legi%20del%20Sagrat%20Cor.jpg;;;;;;2.24769 41.4513;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11914792
97;Convent dels Pares Carmelites (Tarragona;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Tarragona%20-%20Convento%20Carmelitas%204.jpg;;;;;;1.252184 41.11691;;Bé cultural d'interès local;;;;Tarragona;http://www.wikidata.org/entity/Q11915471
98;Drogueria Boter;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Drogueria%20Boter.jpg;;;;;;2.249027 41.448463;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11917786
99;Escola Enric Casassas;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Colegio%20Enric%20Casassas%2C%20Sabadell.JPG;;;;;;2.11169444 41.55083333;;Bé cultural d'interès local;;;;Sabadell;http://www.wikidata.org/entity/Q11919735
100;Escola Gitanjali;Arquitectura;Joan Amigó i Barriga;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Ceip%20gitanjali.jpg;;;;;;2.2478 41.446836;;Bé cultural d'interès local;;;;Badalona;http://www.wikidata.org/entity/Q11919739
101;Escola Industrial;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Escola%20industrial.jpg;;;;;;2.14913 41.3888;;Bé cultural d'interès local;;;;Barcelona;http://www.wikidata.org/entity/Q11919743
102;Escola d'Economia Domèstica;Arquitectura;Melcior Vinyals i Muñoz;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Escola%20Municipal%20de%20la%20Llar%2C%20c.%20Sant%20Isidre.jpg;;;;;;2.012834 41.566563;;Bé cultural d'interès local;;;;Terrassa;http://www.wikidata.org/entity/Q11919772
103;Escorxador de Tarragona;Arquitectura;;;;;;;http://commons.wikimedia.org/wiki/Special:FilePath/Universitat%20Rovira%20i%20Virgili.jpg;;;;;;1.260526 41.119644;;Bé cultural d'interès local;;;;Tarragonès;http://www.wikidata.org/entity/Q11919797
