Nid;Títol;Tipus;Autor;Num. Inventari;Alçada;Amplada;Col·lecció;Inici;Imatge;Subjecte representat;Localització;Col·lecció;Carrer;Codi catàleg;Coordenades;Diócesis;Estatus;Gènere;Material utilitzat;Part de;Població;Wikilink;;;;;;;;;;
14312;Engelhorn's Allgemeine Roman-Bibliothek;Cartells;Q1476123;000031-C;78;535;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516411;;;;;;;;;;
14270;Colin. Bijoux ciselés objets d'Art moderne;Cartells;Leonetto Cappiello;000341-C;80;60;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516412;;;;;;;;;;
14534;La Sera;Cartells;Q3229819;000082-C;60;91;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516413;;;;;;;;;;
14547;Le Figaro (Museu Nacional d'Art de Catalunya, inv 000127-C);Cartells;Q3310869;000127-C;120;81;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516414;;;;;;;;;;
14382;Ferros d'art Juli i Llorenç Vallmitjana, Barcelona;Cartells;Miquel Utrillo i Morlius;000363-C;866;472;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516415;;;;;;;;;;
14724;Sense títol (L'Assommoir);Cartells;Théophile Alexandre Steinlen;000248-C;185;138;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516416;;;;;;;;;;
14241;Cette Bains de mer;Cartells;;000093-C;1056;747;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516418;;;;;;;;;;
14421;Gran Feria. Valencia;Cartells;Vicent Castell i Domènech;000390-C;285;136;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516419;;;;;;;;;;
14908;Victor Bicycles (Museu Nacional d'Art de Catalunya, inv 000156-C);Cartells;William Henry Bradley;000156-C;68;96;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516420;;;;;;;;;;
14531;La Meuse (Museu Nacional d'Art de Catalunya, inv 000096-C);Cartells;;000096-C;1018;728;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516421;;;;;;;;;;
14425;Grande Brasserie de Champigneulles-Nancy;Cartells;anònim;000034-C;73;57;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516422;;;;;;;;;;
14923;Why Not Have a Gas Range;Cartells;anònim;000104-C;1075;718;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516425;;;;;;;;;;
14857;The Royal Mag;Cartells;Q969310;000303-C;722;513;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516426;;;;;;;;;;
14160;American Line. New York Southampton;Cartells;Henri Cassiers;000192-C;82;1123;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516427;;;;;;;;;;
14495;Institut Comercial des Industriels du Hainaut;Cartells;Q3588337;000090-C;86;65;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516429;;;;;;;;;;
14161;American Line. Philadelphia-Queenstown-Liverpool;Cartells;Henri Cassiers;000346-C;87;572;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516430;;;;;;;;;;
14745;Sense títol (Museu Nacional d'Art de Catalunya, inv 000615-C);Cartells;anònim;000615-C;275;235;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516431;;;;;;;;;;
14649;Pâtes alimentaires Au char de Cères;Cartells;;000165-C;209;150;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516433;;;;;;;;;;
14514;Kakao Compagnie Theodor Reichardt;Cartells;Q18629127;000056-C;66;933;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516434;;;;;;;;;;
14403;Fábrica de lustres cremas y betunes de S. Ricart;Cartells;Alexandre de Riquer i Ynglada;213724-000;877;57;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516435;;;;;;;;;;
14624;Papier à cigarettes Job;Cartells;;213723-000;95;337;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516436;;;;;;;;;;
14242;Chamonix. Mont-Blanc;Cartells;Q15406980;000416-C;992;612;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516437;;;;;;;;;;
14355;Exposición nacional de industrias artísticas;Cartells;Josep Lluís Pellicer i Fenyé;000457-C;100;692;Secció de Cartells (MNAC);1892;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516439;;;;;;;;;;
14621;Palacio de Bellas Artes. Festival á Beneficio del Hospital de Niños;Cartells;Marià Fuster Fuster;000653-C;2195;1098;Secció de Cartells (MNAC);1906;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516441;;;;;;;;;;
14590;Mr. Petropolis genantber Kautschuckman;Cartells;anònim;001030-C;815;614;Secció de Cartells (MNAC);1870;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Xil·lografia;;;http://www.wikidata.org/entity/Q27516442;;;;;;;;;;
14337;Exposicion de Bruselas 1910. Participacion oficial de España;Cartells;anònim;000642-C;1016;614;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516443;;;;;;;;;;
14432;Harper's August;Cartells;Edward Penfield;000476-C;471;337;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516867;;;;;;;;;;
14167;Antigua Casa Franch;Cartells;Alexandre de Riquer i Ynglada;214058-000;66;89;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516868;;;;;;;;;;
14196;Biscuits Victoria;Cartells;;000237-C;1525;95;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516876;;;;;;;;;;
14664;Regatas Internacionales al remo;Cartells;Joan Llaverias i Labró;000375-C;924;676;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516888;;;;;;;;;;
14423;Gran senmana d'aviació. Barcelona 1910;Cartells;Llorenç Brunet i Forroll;000735-C;103;73;Secció de Cartells (MNAC);1910;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516894;;;;;;;;;;
14527;La Esquella de la Torratxa. Almanach per a 1905;Cartells;Pere Ynglada i Sallent;000419-C;77;474;Secció de Cartells (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516898;;;;;;;;;;
14387;Fiestas de Játiva. 1903;Cartells;;200208-000;27;5;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516908;;;;;;;;;;
14186;BEAN;Cartells;anònim;004053-C;;;Secció de Cartells (MNAC);1980;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516911;;;;;;;;;;
14591;Mr. Petropolis genantber Kautsciiuckman;Cartells;anònim;001030-C01;815;614;Secció de Cartells (MNAC);1870;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516914;;;;;;;;;;
14742;Sense títol (Museu Nacional d'Art de Catalunya, inv 000459-C01);Cartells;anònim;000459-C01;;;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516915;;;;;;;;;;
14246;Champagne Mercier;Cartells;Antoni Utrillo Viadera;000384-C;212;85;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516916;;;;;;;;;;
14929;cartell (Museu Nacional d'Art de Catalunya, inv 000000-SRCartell);Cartells;anònim;000000-SRCartell;;;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;;;;http://www.wikidata.org/entity/Q27516918;;;;;;;;;;
14804;The Century. August (Museu Nacional d'Art de Catalunya, inv 002359-C);Cartells;Joseph Christian Leyendecker;002359-C;845;608;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516920;;;;;;;;;;
14173;Antiqvarvm artivm barcinonensis (Museu Nacional d'Art de Catalunya, inv 000362-C02);Cartells;Ramon Casas i Carbó;000362-C02;70;485;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516921;;;;;;;;;;
14480;IV Exposicion Belles Arts Industrias Artísticas. 1898;Cartells;Francesc de Paula Mirabent i Soler;000440-C;1437;878;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516923;;;;;;;;;;
14613;Orfeó Català;Cartells;Adrià Gual i Queralt;001769-C;77;1122;Secció de Cartells (MNAC);1904;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516925;;;;;;;;;;
14365;F Vidal y C. Talleres y Almacenes;Cartells;Alexandre de Riquer i Ynglada;002918-C;635;465;Secció de Cartells (MNAC);1888;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516926;;;;;;;;;;
14338;Exposició Bagaría. 1911;Cartells;Ramon Casas i Carbó;000956-C;552;379;Secció de Cartells (MNAC);1911;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516927;;;;;;;;;;
14178;Arsène Saupiquet;Cartells;Q3038792;000150-C;121;197;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516933;;;;;;;;;;
14397;Fragment (Home amb escala);Cartells;Q3038792;000206-C;;;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516936;;;;;;;;;;
14519;L'amour mouillé;Cartells;John Hassall;000196-C;133;1922;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516939;;;;;;;;;;
14678;Saxoléine Pétrole de Sûreté (Museu Nacional d'Art de Catalunya, inv 000265-C);Cartells;Jules Chéret;000265-C;598;408;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516940;;;;;;;;;;
14262;Ciutat, mar i sol;Cartells;anònim;000043-C;;;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516942;;;;;;;;;;
14549;Le Mineur;Cartells;Eugène Carrière;000287-C;;;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516943;;;;;;;;;;
14777;Sunlight Soap;Cartells;John Hassall;000195-C;238;148;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516944;;;;;;;;;;
14618;Ovo Lécithine Billon;Cartells;Alexandre de Riquer i Ynglada;000359-C;567;389;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516945;;;;;;;;;;
14865;The Yellow Book (July 1895);Cartells;Aubrey Beardsley;000527-C;384;322;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27516946;;;;;;;;;;
14866;The Yellow Book (July 1895);Cartells;William Henry Bradley;000527-C;384;322;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516946;;;;;;;;;;
14709;Sense títol (A Daisy);Cartells;John Hassall;000544-C;468;375;Secció de Cartells (MNAC);1890;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516947;;;;;;;;;;
14786;The Ault & Wiborg Co.;Cartells;William Henry Bradley;000605-C;321;238;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27516949;;;;;;;;;;
14652;Quality. The New Society Magazine;Cartells;Q3374809;000500-C;585;381;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516950;;;;;;;;;;
14478;Henry à la pensée;Cartells;Henri Privat-Livemont;000554-C;40;228;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516951;;;;;;;;;;
14650;Pèl & Ploma;Cartells;Ramon Casas i Carbó;000405-C;533;344;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516953;;;;;;;;;;
14238;Century September;Cartells;anònim;000498-C;56;382;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27516955;;;;;;;;;;
14686;Scribner's for February;Cartells;anònim;000506-C;56;371;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27516959;;;;;;;;;;
14772;Success. Christmas Number;Cartells;Maxfield Parrish;000579-C;365;253;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516961;;;;;;;;;;
14807;The Century. Midsummer Holiday Number. August (Museu Nacional d'Art de Catalunya, inv 000488-C);Cartells;Maxfield Parrish;000488-C;505;343;Secció de Cartells (MNAC);1897;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516964;;;;;;;;;;
14765;St. Nicholas for Young Folks;Cartells;William Henry Bradley;000565-C;491;36;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516966;;;;;;;;;;
14808;The Chap Book;Cartells;William Henry Bradley;000535-C;561;38;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516972;;;;;;;;;;
14369;Fairy Tales;Cartells;Ethel Reed;000311-C;672;482;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27516973;;;;;;;;;;
14793;The Century Illustrated Monthly Magazine;Cartells;;000582-C;508;325;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516974;;;;;;;;;;
14273;Collier's. Christmas 1900;Cartells;William Henry Bradley;000585-C;414;285;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516975;;;;;;;;;;
14843;The Midsummer Number. St. Nicholas;Cartells;;000546-C;533;37;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Paper;;;http://www.wikidata.org/entity/Q27516977;;;;;;;;;;
14841;The March Century;Cartells;Q517663;000490-C;483;328;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27516979;;;;;;;;;;
14645;Princeton in June Scribner's;Cartells;;000512-C;579;359;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27516981;;;;;;;;;;
14459;Harper's Weekly;Cartells;;000480-C;408;312;Secció de Cartells (MNAC);1894;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27516982;;;;;;;;;;
14444;Harper's July;Cartells;Edward Penfield;000469-C;235;376;Secció de Cartells (MNAC);1898;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516987;;;;;;;;;;
14445;Harper's July (Museu Nacional d'Art de Catalunya, inv 000468-C);Cartells;Edward Penfield;000468-C;253;321;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27516997;;;;;;;;;;
14840;The June Century. Napoleon in Egypt;Cartells;Eugène Grasset;000531-C;523;381;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517006;;;;;;;;;;
14510;July Scribner's;Cartells;Q5497021;000501-C;44;305;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517008;;;;;;;;;;
14689;Scribner's for January;Cartells;Q1452823;000520-C;561;369;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517010;;;;;;;;;;
14699;Scribner's for September;Cartells;Q1452823;000513-C;56;37;Secció de Cartells (MNAC);1903;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517012;;;;;;;;;;
14694;Scribner's for March;Cartells;Q22712791;000505-C;562;362;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517013;;;;;;;;;;
14706;Scribners for Xmas;Cartells;Q1866386;000348-C;485;356;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517014;;;;;;;;;;
14805;The Century. Midsummer Holiday Number;Cartells;Q1866386;000496-C;509;358;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517016;;;;;;;;;;
14844;The Modern Cleanser;Cartells;Q1866386;000561-C;416;28;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517017;;;;;;;;;;
14415;Geo P. Humphrey at the Sign of The Old Book Man;Cartells;Q6712846;000538-C;639;435;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517019;;;;;;;;;;
14928;Zaklad Artystyczno Litograficzny A. Pruszynski;Cartells;Wincenty Wodzinowski;000551-C;36;492;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517020;;;;;;;;;;
14641;Pony Tracks;Cartells;Edward Penfield;000576-C;343;248;Secció de Cartells (MNAC);1895;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517022;;;;;;;;;;
14774;Success. Christmas Number 1900;Cartells;Joseph Christian Leyendecker;000580-C;346;254;Secció de Cartells (MNAC);1900;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517024;;;;;;;;;;
14868;Three Gringos in Central America and Venezuela;Cartells;Edward Penfield;000562-C;444;295;Secció de Cartells (MNAC);1896;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Litografia;;;http://www.wikidata.org/entity/Q27517025;;;;;;;;;;
14794;The Century Illustrated Monthly Magazine (Museu Nacional d'Art de Catalunya, inv 000583-C);Cartells;anònim;000583-C;508;365;Secció de Cartells (MNAC);1899;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517028;;;;;;;;;;
14682;Scribner's April;Cartells;anònim;000522-C;445;32;Secció de Cartells (MNAC);1880;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517032;;;;;;;;;;
14683;Scribner's April (Museu Nacional d'Art de Catalunya, inv 000522-C);Cartells;anònim;000522-C;445;32;Secció de Cartells (MNAC);1880;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517037;;;;;;;;;;
14702;Scribner's. Fiction Number;Cartells;anònim;000526-C;515;385;Secció de Cartells (MNAC);1880;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517040;;;;;;;;;;
14705;Scribner's. Fiction Number (Museu Nacional d'Art de Catalunya, inv 000526-C);Cartells;anònim;000526-C;515;385;Secció de Cartells (MNAC);1880;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517042;;;;;;;;;;
14775;Success. June 1902;Cartells;Q21458768;000581-C;358;254;Secció de Cartells (MNAC);1902;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517046;;;;;;;;;;
14274;Collier's. Fiction Number;Cartells;Q5490522;000587-C;386;258;Secció de Cartells (MNAC);1901;;;Museu Nacional d'Art de Catalunya;Secció de Cartells (MNAC);;;2.153333333 41.36833333;;;;Fotogravat;;;http://www.wikidata.org/entity/Q27517049;;;;;;;;;;
